lake,year,ct
nhdhr_166867860,2001,Low consumption
nhdhr_166867860,2002,Heavy consumption
nhdhr_166867860,2003,Low consumption
nhdhr_166867860,2004,Low consumption
nhdhr_166867860,2005,Low consumption
nhdhr_166867860,2006,Low consumption
nhdhr_166867860,2007,Low consumption
nhdhr_166867860,2008,Low consumption
nhdhr_166867860,2009,Heavy consumption
nhdhr_166867860,2010,Low consumption
nhdhr_166867860,2011,Low consumption
nhdhr_166867860,2012,Heavy consumption
nhdhr_166867860,2013,Low consumption
nhdhr_166867860,2014,Low consumption
nhdhr_166867860,2015,Low consumption
nhdhr_166867860,2016,Low consumption
nhdhr_166867860,2017,Low consumption
nhdhr_166867860,2018,Low consumption
nhdhr_166867865,1979,Heavy consumption
nhdhr_166867865,1980,Heavy consumption
nhdhr_166867865,1981,Heavy consumption
nhdhr_166867865,1982,Heavy consumption
nhdhr_166867865,1983,Heavy consumption
nhdhr_166867865,1984,Heavy consumption
nhdhr_166867865,1985,Heavy consumption
nhdhr_166867865,1986,Heavy consumption
nhdhr_166867865,1987,Heavy consumption
nhdhr_166867865,1988,Heavy consumption
nhdhr_166867865,1989,Heavy consumption
nhdhr_166867865,1990,Heavy consumption
nhdhr_166867865,1991,Heavy consumption
nhdhr_166867865,1992,Heavy consumption
nhdhr_166867865,1993,Heavy consumption
nhdhr_166867865,1994,Heavy consumption
nhdhr_166867865,1995,Heavy consumption
nhdhr_166867865,1996,Heavy consumption
nhdhr_166867865,1997,Heavy consumption
nhdhr_166867865,1998,Heavy consumption
nhdhr_166867865,1999,Heavy consumption
nhdhr_166867865,2000,Heavy consumption
nhdhr_166867865,2001,Heavy consumption
nhdhr_166867865,2002,Heavy consumption
nhdhr_166867865,2003,Heavy consumption
nhdhr_166867865,2004,Heavy consumption
nhdhr_166867865,2005,Heavy consumption
nhdhr_166867865,2006,Heavy consumption
nhdhr_166867865,2007,Heavy consumption
nhdhr_166867865,2008,Heavy consumption
nhdhr_166867865,2009,Heavy consumption
nhdhr_166867865,2010,Heavy consumption
nhdhr_166867865,2011,Heavy consumption
nhdhr_166867865,2012,Heavy consumption
nhdhr_166867865,2013,Heavy consumption
nhdhr_166867865,2014,Heavy consumption
nhdhr_166867865,2015,Heavy consumption
nhdhr_166867865,2016,Heavy consumption
nhdhr_166867865,2017,Heavy consumption
nhdhr_166867865,2018,Heavy consumption
nhdhr_166867866,1979,Low consumption
nhdhr_166867866,1980,Low consumption
nhdhr_166867866,1981,Heavy consumption
nhdhr_166867866,1982,Low consumption
nhdhr_166867866,1983,Heavy consumption
nhdhr_166867866,1984,Heavy consumption
nhdhr_166867866,1985,Heavy consumption
nhdhr_166867866,1986,Heavy consumption
nhdhr_166867866,1987,Heavy consumption
nhdhr_166867866,1988,Heavy consumption
nhdhr_166867866,1989,Low consumption
nhdhr_166867866,1990,Low consumption
nhdhr_166867866,1991,Heavy consumption
nhdhr_166867866,1992,Heavy consumption
nhdhr_166867866,1993,Heavy consumption
nhdhr_166867866,1994,Heavy consumption
nhdhr_166867866,1995,Heavy consumption
nhdhr_166867866,1996,Heavy consumption
nhdhr_166867866,1997,Heavy consumption
nhdhr_166867866,1998,Heavy consumption
nhdhr_166867866,1999,Heavy consumption
nhdhr_166867866,2000,Heavy consumption
nhdhr_166867866,2001,Heavy consumption
nhdhr_166867866,2002,Heavy consumption
nhdhr_166867866,2003,Heavy consumption
nhdhr_166867866,2004,Heavy consumption
nhdhr_166867866,2005,Heavy consumption
nhdhr_166867866,2006,Heavy consumption
nhdhr_166867866,2007,Heavy consumption
nhdhr_166867866,2008,Heavy consumption
nhdhr_166867866,2009,Heavy consumption
nhdhr_166867866,2010,Low consumption
nhdhr_166867866,2011,Heavy consumption
nhdhr_166867866,2012,Heavy consumption
nhdhr_166867866,2013,Heavy consumption
nhdhr_166867866,2014,Heavy consumption
nhdhr_166867866,2015,Heavy consumption
nhdhr_166867866,2016,Heavy consumption
nhdhr_166867866,2017,Heavy consumption
nhdhr_166867866,2018,Low consumption
nhdhr_166867869,1979,Heavy consumption
nhdhr_166867869,1980,Heavy consumption
nhdhr_166867869,1981,Heavy consumption
nhdhr_166867869,1982,Heavy consumption
nhdhr_166867869,1983,Heavy consumption
nhdhr_166867869,1984,Heavy consumption
nhdhr_166867869,1985,Heavy consumption
nhdhr_166867869,1986,Heavy consumption
nhdhr_166867869,1987,Low consumption
nhdhr_166867869,1988,Heavy consumption
nhdhr_166867869,1989,Heavy consumption
nhdhr_166867869,1990,Heavy consumption
nhdhr_166867869,1991,Heavy consumption
nhdhr_166867869,1992,Heavy consumption
nhdhr_166867869,1993,Heavy consumption
nhdhr_166867869,1994,Heavy consumption
nhdhr_166867869,1995,Heavy consumption
nhdhr_166867869,1996,Heavy consumption
nhdhr_166867869,1997,Heavy consumption
nhdhr_166867869,1998,Heavy consumption
nhdhr_166867869,1999,Heavy consumption
nhdhr_166867869,2000,Heavy consumption
nhdhr_166867869,2001,Heavy consumption
nhdhr_166867869,2002,Heavy consumption
nhdhr_166867869,2003,Heavy consumption
nhdhr_166867869,2004,Heavy consumption
nhdhr_166867869,2005,Heavy consumption
nhdhr_166867869,2006,Heavy consumption
nhdhr_166867869,2007,Heavy consumption
nhdhr_166867869,2008,Heavy consumption
nhdhr_166867869,2009,Heavy consumption
nhdhr_166867869,2010,Heavy consumption
nhdhr_166867869,2011,Heavy consumption
nhdhr_166867869,2012,Heavy consumption
nhdhr_166867869,2013,Heavy consumption
nhdhr_166867869,2014,Heavy consumption
nhdhr_166867869,2015,Heavy consumption
nhdhr_166867869,2016,Heavy consumption
nhdhr_166867869,2017,Heavy consumption
nhdhr_166867869,2018,Heavy consumption
nhdhr_166867872,1979,Heavy consumption
nhdhr_166867872,1980,Heavy consumption
nhdhr_166867872,1981,Heavy consumption
nhdhr_166867872,1982,Heavy consumption
nhdhr_166867872,1983,Heavy consumption
nhdhr_166867872,1984,Heavy consumption
nhdhr_166867872,1985,Heavy consumption
nhdhr_166867872,1986,Heavy consumption
nhdhr_166867872,1987,Heavy consumption
nhdhr_166867872,1988,Heavy consumption
nhdhr_166867872,1989,Heavy consumption
nhdhr_166867872,1990,Heavy consumption
nhdhr_166867872,1991,Heavy consumption
nhdhr_166867872,1992,Heavy consumption
nhdhr_166867872,1993,Heavy consumption
nhdhr_166867872,1994,Heavy consumption
nhdhr_166867872,1995,Heavy consumption
nhdhr_166867872,1996,Heavy consumption
nhdhr_166867872,1997,Heavy consumption
nhdhr_166867872,1998,Heavy consumption
nhdhr_166867872,1999,Heavy consumption
nhdhr_166867872,2000,Heavy consumption
nhdhr_166867872,2001,Heavy consumption
nhdhr_166867872,2002,Heavy consumption
nhdhr_166867872,2003,Heavy consumption
nhdhr_166867872,2004,Heavy consumption
nhdhr_166867872,2005,Heavy consumption
nhdhr_166867872,2006,Heavy consumption
nhdhr_166867872,2007,Heavy consumption
nhdhr_166867872,2008,Heavy consumption
nhdhr_166867872,2009,Heavy consumption
nhdhr_166867872,2010,Heavy consumption
nhdhr_166867872,2011,Heavy consumption
nhdhr_166867872,2012,Heavy consumption
nhdhr_166867872,2013,Heavy consumption
nhdhr_166867872,2014,Heavy consumption
nhdhr_166867872,2015,Heavy consumption
nhdhr_166867872,2016,Heavy consumption
nhdhr_166867872,2017,Heavy consumption
nhdhr_166867872,2018,Heavy consumption
nhdhr_167256799,1979,Heavy consumption
nhdhr_167256799,1980,Heavy consumption
nhdhr_167256799,1981,Heavy consumption
nhdhr_167256799,1982,Heavy consumption
nhdhr_167256799,1983,Heavy consumption
nhdhr_167256799,1984,Heavy consumption
nhdhr_167256799,1985,Heavy consumption
nhdhr_167256799,1986,Heavy consumption
nhdhr_167256799,1987,Heavy consumption
nhdhr_167256799,1988,Heavy consumption
nhdhr_167256799,1989,Heavy consumption
nhdhr_167256799,1990,Heavy consumption
nhdhr_167256799,1991,Heavy consumption
nhdhr_167256799,1992,Heavy consumption
nhdhr_167256799,1993,Heavy consumption
nhdhr_167256799,1994,Heavy consumption
nhdhr_167256799,1995,Heavy consumption
nhdhr_167256799,1996,Heavy consumption
nhdhr_167256799,1997,Heavy consumption
nhdhr_167256799,1998,Heavy consumption
nhdhr_167256799,1999,Heavy consumption
nhdhr_167256799,2000,Heavy consumption
nhdhr_167256799,2001,Heavy consumption
nhdhr_167256799,2002,Heavy consumption
nhdhr_167256799,2003,Heavy consumption
nhdhr_167256799,2004,Heavy consumption
nhdhr_167256799,2005,Heavy consumption
nhdhr_167256799,2006,Heavy consumption
nhdhr_167256799,2007,Heavy consumption
nhdhr_167256799,2008,Heavy consumption
nhdhr_167256799,2009,Heavy consumption
nhdhr_167256799,2010,Heavy consumption
nhdhr_167256799,2011,Heavy consumption
nhdhr_167256799,2012,Heavy consumption
nhdhr_167256799,2013,Heavy consumption
nhdhr_167256799,2014,Heavy consumption
nhdhr_167256799,2015,Heavy consumption
nhdhr_167256799,2016,Heavy consumption
nhdhr_167256799,2017,Heavy consumption
nhdhr_167256799,2018,Heavy consumption
nhdhr_167256807,1979,Heavy consumption
nhdhr_167256807,1980,Heavy consumption
nhdhr_167256807,1981,Heavy consumption
nhdhr_167256807,1982,Heavy consumption
nhdhr_167256807,1983,Heavy consumption
nhdhr_167256807,1984,Heavy consumption
nhdhr_167256807,1985,Heavy consumption
nhdhr_167256807,1986,Heavy consumption
nhdhr_167256807,1987,Heavy consumption
nhdhr_167256807,1988,Heavy consumption
nhdhr_167256807,1989,Heavy consumption
nhdhr_167256807,1990,Heavy consumption
nhdhr_167256807,1991,Heavy consumption
nhdhr_167256807,1992,Heavy consumption
nhdhr_167256807,1993,Heavy consumption
nhdhr_167256807,1994,Heavy consumption
nhdhr_167256807,1995,Heavy consumption
nhdhr_167256807,1996,Heavy consumption
nhdhr_167256807,1997,Heavy consumption
nhdhr_167256807,1998,Heavy consumption
nhdhr_167256807,1999,Heavy consumption
nhdhr_167256807,2000,Heavy consumption
nhdhr_167256807,2001,Heavy consumption
nhdhr_167256807,2002,Heavy consumption
nhdhr_167256807,2003,Heavy consumption
nhdhr_167256807,2004,Heavy consumption
nhdhr_167256807,2005,Heavy consumption
nhdhr_167256807,2006,Heavy consumption
nhdhr_167256807,2007,Heavy consumption
nhdhr_167256807,2008,Heavy consumption
nhdhr_167256807,2009,Heavy consumption
nhdhr_167256807,2010,Heavy consumption
nhdhr_167256807,2011,Heavy consumption
nhdhr_167256807,2012,Heavy consumption
nhdhr_167256807,2013,Heavy consumption
nhdhr_167256807,2014,Heavy consumption
nhdhr_167256807,2015,Heavy consumption
nhdhr_167256807,2016,Heavy consumption
nhdhr_167256807,2017,Heavy consumption
nhdhr_167256807,2018,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1979,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1980,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1981,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1982,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1983,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1984,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1985,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1986,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1987,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1988,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1989,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1990,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1991,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1992,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1993,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1994,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1995,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1996,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1997,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1998,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,1999,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2000,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2001,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2002,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2003,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2004,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2005,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2006,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2007,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2008,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2009,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2010,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2011,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2012,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2013,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2014,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2015,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2016,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2017,Heavy consumption
nhdhr_26F12E6A-07D1-4DC6-8BEA-980AD41B687A,2018,Heavy consumption
nhdhr_32671150,1979,Heavy consumption
nhdhr_32671150,1980,Heavy consumption
nhdhr_32671150,1981,Heavy consumption
nhdhr_32671150,1982,Heavy consumption
nhdhr_32671150,1983,Heavy consumption
nhdhr_32671150,1984,Heavy consumption
nhdhr_32671150,1985,Heavy consumption
nhdhr_32671150,1986,Heavy consumption
nhdhr_32671150,1987,Heavy consumption
nhdhr_32671150,1988,Heavy consumption
nhdhr_32671150,1989,Heavy consumption
nhdhr_32671150,1990,Heavy consumption
nhdhr_32671150,1991,Heavy consumption
nhdhr_32671150,1992,Heavy consumption
nhdhr_32671150,1993,Heavy consumption
nhdhr_32671150,1994,Heavy consumption
nhdhr_32671150,1995,Heavy consumption
nhdhr_32671150,1996,Heavy consumption
nhdhr_32671150,1997,Heavy consumption
nhdhr_32671150,1998,Heavy consumption
nhdhr_32671150,1999,Heavy consumption
nhdhr_32671150,2000,Heavy consumption
nhdhr_32671150,2001,Heavy consumption
nhdhr_32671150,2002,Heavy consumption
nhdhr_32671150,2003,Heavy consumption
nhdhr_32671150,2004,Heavy consumption
nhdhr_32671150,2005,Heavy consumption
nhdhr_32671150,2006,Heavy consumption
nhdhr_32671150,2007,Heavy consumption
nhdhr_32671150,2008,Heavy consumption
nhdhr_32671150,2009,Heavy consumption
nhdhr_32671150,2010,Heavy consumption
nhdhr_32671150,2011,Heavy consumption
nhdhr_32671150,2012,Heavy consumption
nhdhr_32671150,2013,Heavy consumption
nhdhr_32671150,2014,Heavy consumption
nhdhr_32671150,2015,Heavy consumption
nhdhr_32671150,2016,Heavy consumption
nhdhr_32671150,2017,Heavy consumption
nhdhr_32671150,2018,Heavy consumption
nhdhr_32672122,1979,Heavy consumption
nhdhr_32672122,1980,Heavy consumption
nhdhr_32672122,1981,Heavy consumption
nhdhr_32672122,1982,Heavy consumption
nhdhr_32672122,1983,Heavy consumption
nhdhr_32672122,1984,Heavy consumption
nhdhr_32672122,1985,Heavy consumption
nhdhr_32672122,1986,Heavy consumption
nhdhr_32672122,1987,Heavy consumption
nhdhr_32672122,1988,Heavy consumption
nhdhr_32672122,1989,Heavy consumption
nhdhr_32672122,1990,Heavy consumption
nhdhr_32672122,1991,Heavy consumption
nhdhr_32672122,1992,Heavy consumption
nhdhr_32672122,1993,Heavy consumption
nhdhr_32672122,1994,Heavy consumption
nhdhr_32672122,1995,Heavy consumption
nhdhr_32672122,1996,Heavy consumption
nhdhr_32672122,1997,Heavy consumption
nhdhr_32672122,1998,Heavy consumption
nhdhr_32672122,1999,Heavy consumption
nhdhr_32672122,2000,Heavy consumption
nhdhr_32672122,2001,Heavy consumption
nhdhr_32672122,2002,Heavy consumption
nhdhr_32672122,2003,Heavy consumption
nhdhr_32672122,2004,Heavy consumption
nhdhr_32672122,2005,Heavy consumption
nhdhr_32672122,2006,Heavy consumption
nhdhr_32672122,2007,Heavy consumption
nhdhr_32672122,2008,Heavy consumption
nhdhr_32672122,2009,Heavy consumption
nhdhr_32672122,2010,Heavy consumption
nhdhr_32672122,2011,Heavy consumption
nhdhr_32672122,2012,Heavy consumption
nhdhr_32672122,2013,Heavy consumption
nhdhr_32672122,2014,Heavy consumption
nhdhr_32672122,2015,Heavy consumption
nhdhr_32672122,2016,Heavy consumption
nhdhr_32672122,2017,Heavy consumption
nhdhr_32672122,2018,Heavy consumption
nhdhr_32672239,1979,Heavy consumption
nhdhr_32672239,1980,Heavy consumption
nhdhr_32672239,1981,Heavy consumption
nhdhr_32672239,1982,Heavy consumption
nhdhr_32672239,1983,Heavy consumption
nhdhr_32672239,1984,Heavy consumption
nhdhr_32672239,1985,Heavy consumption
nhdhr_32672239,1986,Heavy consumption
nhdhr_32672239,1987,Heavy consumption
nhdhr_32672239,1988,Heavy consumption
nhdhr_32672239,1989,Heavy consumption
nhdhr_32672239,1990,Heavy consumption
nhdhr_32672239,1991,Heavy consumption
nhdhr_32672239,1992,Heavy consumption
nhdhr_32672239,1993,Heavy consumption
nhdhr_32672239,1994,Heavy consumption
nhdhr_32672239,1995,Heavy consumption
nhdhr_32672239,1996,Heavy consumption
nhdhr_32672239,1997,Heavy consumption
nhdhr_32672239,1998,Heavy consumption
nhdhr_32672239,1999,Heavy consumption
nhdhr_32672239,2000,Heavy consumption
nhdhr_32672239,2001,Heavy consumption
nhdhr_32672239,2002,Heavy consumption
nhdhr_32672239,2003,Heavy consumption
nhdhr_32672239,2004,Heavy consumption
nhdhr_32672239,2005,Heavy consumption
nhdhr_32672239,2006,Heavy consumption
nhdhr_32672239,2007,Heavy consumption
nhdhr_32672239,2008,Heavy consumption
nhdhr_32672239,2009,Heavy consumption
nhdhr_32672239,2010,Heavy consumption
nhdhr_32672239,2011,Heavy consumption
nhdhr_32672239,2012,Heavy consumption
nhdhr_32672239,2013,Heavy consumption
nhdhr_32672239,2014,Heavy consumption
nhdhr_32672239,2015,Heavy consumption
nhdhr_32672239,2016,Heavy consumption
nhdhr_32672239,2017,Heavy consumption
nhdhr_32672239,2018,Heavy consumption
nhdhr_32732186,1979,Heavy consumption
nhdhr_32732186,1980,Heavy consumption
nhdhr_32732186,1981,Heavy consumption
nhdhr_32732186,1982,Low consumption
nhdhr_32732186,1983,Heavy consumption
nhdhr_32732186,1984,Heavy consumption
nhdhr_32732186,1985,Low consumption
nhdhr_32732186,1986,Heavy consumption
nhdhr_32732186,1987,Low consumption
nhdhr_32732186,1988,Heavy consumption
nhdhr_32732186,1989,Heavy consumption
nhdhr_32732186,1990,Heavy consumption
nhdhr_32732186,1991,Heavy consumption
nhdhr_32732186,1992,Heavy consumption
nhdhr_32732186,1993,Heavy consumption
nhdhr_32732186,1994,Low consumption
nhdhr_32732186,1995,Heavy consumption
nhdhr_32732186,1996,Heavy consumption
nhdhr_32732186,1997,Heavy consumption
nhdhr_32732186,1998,Heavy consumption
nhdhr_32732186,1999,Heavy consumption
nhdhr_32732186,2000,Heavy consumption
nhdhr_32732186,2001,Heavy consumption
nhdhr_32732186,2002,Low consumption
nhdhr_32732186,2003,Heavy consumption
nhdhr_32732186,2004,Low consumption
nhdhr_32732186,2005,Heavy consumption
nhdhr_32732186,2006,Heavy consumption
nhdhr_32732186,2007,Heavy consumption
nhdhr_32732186,2008,Heavy consumption
nhdhr_32732186,2009,Low consumption
nhdhr_32732186,2010,Heavy consumption
nhdhr_32732186,2011,Heavy consumption
nhdhr_32732186,2012,Heavy consumption
nhdhr_32732186,2013,Heavy consumption
nhdhr_32732186,2014,Heavy consumption
nhdhr_32732186,2015,Heavy consumption
nhdhr_32732186,2016,Heavy consumption
nhdhr_32732186,2017,Low consumption
nhdhr_32732186,2018,Heavy consumption
nhdhr_34119718,1979,Heavy consumption
nhdhr_34119718,1980,Heavy consumption
nhdhr_34119718,1981,Heavy consumption
nhdhr_34119718,1982,Heavy consumption
nhdhr_34119718,1983,Heavy consumption
nhdhr_34119718,1984,Heavy consumption
nhdhr_34119718,1985,Heavy consumption
nhdhr_34119718,1986,Heavy consumption
